GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
Exo9,org.example.exo9,Roll,0,9,0,0,0,4,0,2,0,2
Exo9,org.example.exo9,Frame,0,121,0,24,0,23,0,16,0,4
Exo9,org.example,Main,21,0,2,0,5,0,3,0,2,0
